0.37,0.135,0.053,0.138,0.068,0.044,14.5,81.0,0.0,0.0,0.0,0.0,1
0.398,0.16,0.058,0.124,0.059,0.036,13.5,75.5,0.0,0.0,0.0,0.0,1
0.218,0.139,0.13,0.089,0.07,0.067,24.0,25.0,0.0,0.0,0.0,0.0,1
0.227,0.146,0.126,0.08,0.067,0.062,23.0,132.0,0.0,0.0,0.0,0.0,1
0.664,0.58,0.531,0.187,0.167,0.17,8.5,21.0,0.4,13.4,1.267,8.6,1
0.593,0.465,0.417,0.206,0.189,0.182,12.5,59.0,0.667,30.667,3.545,11.091,1
0.418,0.353,0.365,0.148,0.145,0.158,28.0,86.5,6.333,40.333,16.5,66.5,1
0.365,0.298,0.3,0.156,0.151,0.179,14.5,46.0,26.0,28.0,24.0,24.0,1
0.447,0.295,0.253,0.1,0.097,0.109,15.5,91.0,12.0,153.0,11.0,154.0,1
0.493,0.347,0.306,0.144,0.149,0.161,12.0,57.333,8.5,69.0,8.0,69.0,1
0.317,0.18,0.155,0.128,0.093,0.085,27.0,60.2,0.0,0.0,0.0,0.0,1
0.264,0.131,0.103,0.114,0.069,0.057,25.5,88.5,0.0,0.0,0.0,0.0,1
0.293,0.253,0.251,0.102,0.098,0.094,11.333,14.667,0.0,0.0,0.0,0.0,1
0.374,0.338,0.352,0.109,0.102,0.1,14.0,141.0,11.0,129.0,12.0,128.0,1
0.49,0.404,0.431,0.148,0.134,0.139,15.0,49.0,0.25,36.75,9.5,53.5,1
0.443,0.361,0.391,0.117,0.106,0.114,15.0,101.0,4.0,26.2,9.5,65.0,1
0.357,0.233,0.209,0.15,0.145,0.161,24.5,87.5,10.0,25.0,0.5,43.5,1
0.443,0.295,0.272,0.143,0.14,0.15,24.0,63.667,4.5,48.5,10.0,96.0,1
0.589,0.474,0.449,0.172,0.164,0.165,18.0,70.0,18.0,50.0,18.0,51.0,1
0.718,0.608,0.591,0.189,0.19,0.195,15.5,54.0,17.0,67.0,17.0,66.0,1
0.331,0.228,0.211,0.103,0.095,0.095,25.0,93.0,0.0,0.0,0.0,0.0,1
0.459,0.354,0.336,0.146,0.14,0.143,16.0,84.0,13.5,78.5,11.0,18.0,1
0.296,0.19,0.142,0.135,0.109,0.094,38.4,72.0,0.0,0.0,0.0,0.0,1
0.311,0.189,0.141,0.126,0.108,0.095,36.0,59.8,20.0,47.0,0.0,0.0,1
0.313,0.212,0.182,0.13,0.118,0.113,27.0,167.0,0.0,0.0,0.0,0.0,1
0.356,0.238,0.205,0.148,0.131,0.129,25.2,42.4,9.25,29.0,39.0,94.0,1
0.474,0.401,0.372,0.18,0.178,0.186,23.333,63.0,6.5,60.5,13.0,121.0,1
0.368,0.324,0.296,0.168,0.154,0.146,22.0,77.0,11.0,54.0,12.0,52.5,1
0.424,0.379,0.35,0.158,0.154,0.159,24.25,58.75,8.0,69.5,7.5,70.0,1
0.502,0.429,0.405,0.156,0.142,0.144,24.0,65.667,3.75,30.75,3.75,30.75,1
0.27,0.154,0.104,0.101,0.075,0.06,38.0,70.0,0.0,0.0,0.0,0.0,1
0.412,0.272,0.198,0.139,0.118,0.107,27.0,76.0,17.0,18.5,17.5,19.5,1
0.23,0.181,0.153,0.058,0.05,0.046,0.0,0.0,0.0,0.0,0.0,0.0,1
0.269,0.209,0.194,0.065,0.055,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1
0.289,0.251,0.23,0.135,0.124,0.101,36.2,54.2,0.0,0.0,0.0,0.0,1
0.29,0.253,0.219,0.063,0.07,0.058,0.0,0.0,0.0,0.0,0.0,0.0,1
0.517,0.373,0.343,0.148,0.204,0.227,14.0,34.8,17.0,23.0,17.0,24.0,1
0.487,0.346,0.293,0.16,0.179,0.185,22.0,92.0,11.0,23.667,9.5,13.0,1
0.501,0.353,0.272,0.175,0.148,0.137,21.0,89.0,3.429,16.0,0.0,0.0,1
0.45,0.309,0.235,0.159,0.137,0.129,24.0,91.0,8.0,1.5,0.0,0.0,1
0.13,0.107,0.152,0.103,0.087,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1
0.171,0.125,0.144,0.143,0.129,0.118,0.0,0.0,0.0,0.0,0.0,0.0,1
0.327,0.276,0.304,0.211,0.214,0.216,16.0,75.5,8.0,59.5,7.5,59.5,1
0.331,0.286,0.312,0.206,0.211,0.212,22.667,58.333,16.0,16.0,14.5,48.5,1
0.245,0.158,0.117,0.095,0.057,0.037,33.0,35.0,0.0,0.0,0.0,0.0,1
